#variation; average eval-cost in ms; average init-cost in ms; average eval-memory in KB; average init-memory in KB; had eval-error; had init-error
post_rotate_y; 0.0001203; 0.000191; 0.2048; 3.17960938; false; false
pre_spin_z; 0.00012021; 0.000392; 0.2048; 5.56921875; false; false
sin; 0.00012006; 0.000208; 0.2048; 1.54109375; false; false
hemisphere; 0.00011941; 0.000172; 0.2048; 3.1825; false; false
sinh; 0.00011918; 0.00017001; 0.2048; 1.54109375; false; false
post_spin_z; 0.00011892; 0.001137; 0.2048; 5.56921875; false; false
inflateZ_4; 0.00011889; 0.00021201; 0.2048; 5.56921875; false; false
zscale; 0.00011804; 0.00035299; 0.2048; 1.54109375; false; false
butterfly3D; 0.00011784; 0.00017399; 0.2048; 1.54109375; false; false
loonie; 0.0001173; 0.00026099; 0.2048; 1.54109375; false; false
zcone; 0.00011718; 0.000169; 0.2048; 3.1796875; false; false
invtree_js; 0.00011651; 0.00024801; 0.2048; 20.48; false; false
exp; 0.0001165; 0.000186; 0.2048; 1.54109375; false; false
cylinder; 0.00011644; 0.00020801; 0.2048; 3.1796875; false; false
log; 0.00011508; 0.00023001; 0.2048; 1.54109375; false; false
unpolar; 0.00011492; 0.000354; 0.2048; 5.56921875; false; false
scry; 0.00011475; 0.000195; 0.2048; 1.54109375; false; false
invpolar; 0.00011403; 0.000251; 0.2048; 20.48; false; false
hyperbolic; 0.00011317; 0.00067001; 0.2048; 1.54109375; false; false
butterfly; 0.0001128; 0.000261; 0.2048; 1.54109375; false; false
spiralwing; 0.00011197; 0.000209; 0.2048; 12.96695312; false; false
rippled; 0.0001117; 0.00023201; 0.2048; 12.96695312; false; false
cross; 0.00011041; 0.000164; 0.2048; 1.54109375; false; false
twoface; 0.00011024; 0.00020401; 0.2048; 5.56921875; false; false
horseshoe; 0.00010965; 0.00032; 0.2048; 1.54109375; false; false
inflateZ_2; 0.00010934; 0.000252; 0.2048; 5.56921875; false; false
roundspher; 0.00010906; 0.00023999; 0.2048; 12.96695312; false; false
bent; 0.00010875; 0.000306; 0.2048; 1.54109375; false; false
pyramid; 0.00010742; 0.00024299; 0.2048; 20.48; false; false
loonie3; 0.00010723; 0.000316; 0.2048; 12.96695312; false; false
polar2; 0.0001069; 0.000201; 0.2048; 1.54109375; false; false
linear; 0.00010671; 0.00253299; 0.4096; 40.96; false; false
bubble; 0.00010654; 0.00025101; 0.2048; 1.54109375; false; false
hadamard_js; 0.00010596; 0.000245; 0.2048; 20.48; false; false
square; 0.00010531; 0.000163; 0.2048; 1.54109375; false; false
gridout; 0.00010512; 0.000258; 0.2048; 20.48; false; false
square3D; 0.00010478; 0.000203; 0.2048; 1.54109375; false; false
secant2; 0.00010432; 0.00021; 0.2048; 1.54109375; false; false
bubble_wf; 0.00010352; 0.00023; 0.2048; 5.5128125; false; false
ztranslate; 0.00010307; 0.000302; 0.2048; 1.54109375; false; false
linear3D; 0.00010283; 0.000435; 0.2048; 1.54109375; false; false
post_rotate_z; 0.00010283; 0.000166; 0.2048; 20.48; false; false
pre_ztranslate; 0.00010176; 0.00036699; 0.2048; 3.18210938; false; false
spherical3D; 0.00009959; 0.00030699; 0.2048; 1.54109375; false; false
flipcircle; 0.00009635; 0.000282; 0.2048; 5.56921875; false; false
gingerbread_man; 0.00009566; 0.00017; 0.2048; 20.48; false; false
ennepers; 0.00009439; 0.00022199; 0.2048; 12.96695312; false; false
post_spherical; 0.00009411; 0.00025699; 0.2048; 20.48; false; false
pre_flatten; 0.00009405; 0.000169; 0.2048; 20.48; false; false
post_flatten; 0.00009403; 0.00017401; 0.2048; 20.48; false; false
flipy; 0.00009329; 0.000274; 0.2048; 5.56921875; false; false
bi_linear; 0.00009215; 0.000238; 0.2048; 5.56921875; false; false
flatten; 0.00009144; 0.000268; 0.2048; 4.77367187; false; false
whitney_umbrella; 0.00009111; 0.00021299; 0.2048; 12.96695312; false; false
pre_spherical; 0.00008961; 0.00029001; 0.2048; 20.48; false; false
post_ztranslate_wf; 0.00008833; 0.00023499; 0.2048; 5.56921875; false; false
mandelbrot; -1; -1; -1; -1; true; true
custom_wf; -1; -1; -1; -1; true; true
post_custom_wf; -1; -1; -1; -1; true; true
pre_custom_wf; -1; -1; -1; -1; true; true
nBlur; -1; -1; -1; -1; true; true
iflames_wf; -1; -1; -1; -1; true; true
obj_mesh_wf; -1; -1; -1; -1; true; true
sattractor_js; -1; -1; -1; -1; true; true
sattractor3D; -1; -1; -1; -1; true; true
knots3D; -1; -1; -1; -1; true; true
wangtiles; -1; 0.01713; -1; -1; true; true
taprats; -1; 21.35341101; -1; -1; true; true
gpattern; -1; -1; -1; -1; true; true
nsudoku; -1; -1; -1; -1; true; true
sunflower; -1; -1; -1; -1; true; true
sunvoroni; -1; -1; -1; -1; true; true
curliecue; -1; -1; -1; -1; true; true
szubieta; -1; -1; -1; -1; true; true
triantruchet; -1; -1; -1; -1; true; true
mandala; -1; -1; -1; -1; true; true
